exp_id,num_cores,cpu_clock_GHz,l1i_kb,l1d_kb,l1_assoc,l2_kb,l2_assoc,fetchWidth,decodeWidth,issueWidth,commitWidth,numROBEntries,numIQEntries,LQEntries,SQEntries,branch_predictor,Area,Peak Power,Total Leakage,Peak Dynamic,Subthreshold Leakage,Gate Leakage,Runtime Dynamic,ipc,branch_misprediction_rate,icache_miss_rate,dcache_read_miss_rate,dcache_write_miss_rate
676,1,1.2,128,128,8,1024,4,12,2,12,8,256,64,32,8,TAGE,120.1373,66.3574,18.9837,44.3958,17.6786,1.3295,8.7923,0.8628,0.0559,0.0092,0.0147,0.0101
677,1,1,16,32,2,2048,8,2,8,2,2,32,32,16,64,TAGE,130.7558,39.6449,18.2182,21.7084,17.2159,1.1689,3.1594,0.7732,0.0563,0.0111,0.0184,0.0104
678,1,1.4,32,32,1,256,4,8,12,8,12,256,64,16,16,TournamentBP,158.446,86.6312,17.7097,69.3604,16.61,1.2765,10.7495,1.0568,0.0673,0.0099,0.0255,0.0103
679,1,1,128,16,4,2048,2,8,8,2,12,128,128,32,32,LocalBP,121.445,40.779,18.5102,20.6869,17.3368,1.1847,3.9345,0.7796,0.0805,0.0062,0.0974,0.0106
680,1,3,64,128,8,128,8,8,8,12,8,192,128,32,16,BiModeBP,131.747,168.35,18.1349,144.0234,16.846,1.3285,25.2269,0.9722,0.0729,0.0105,0.0162,0.01
681,1,1.6,16,32,8,2048,16,8,8,4,2,256,32,32,32,TAGE,134.1718,57.4423,18.4691,37.5923,17.4324,1.2022,6.8391,0.8933,0.0564,0.0106,0.0247,0.0103
682,1,3.2,64,32,4,256,16,8,4,2,2,192,16,32,64,TAGE,82.9224,67.2031,16.479,44.551,15.4199,1.1459,7.6825,0.722,0.0559,0.009,0.0209,0.0104
683,1,1,32,32,2,2048,8,2,4,2,2,256,16,16,64,TAGE,107.8975,35.0853,18.1534,15.2701,17.0718,1.1585,2.9313,0.7875,0.0563,0.0103,0.0197,0.0104
684,1,1.8,64,16,4,1024,16,2,2,12,8,32,64,16,16,LocalBP,112.3543,85.4149,18.5146,62.2558,17.1681,1.3065,10.4462,0.6772,0.0813,0.0094,0.067,0.0106
685,1,2.8,128,16,8,128,4,12,2,12,8,32,32,8,32,TAGE,102.6773,116.827,17.6951,92.3819,16.4171,1.3087,16.0574,0.685,0.056,0.0092,0.0689,0.0106
686,1,1.6,128,128,1,128,2,4,2,8,4,128,32,64,64,TournamentBP,89.803,56.9204,17.4162,35.9405,16.1858,1.2421,7.9779,0.8354,0.0675,0.0092,0.0136,0.0101
687,1,2.4,64,128,8,256,4,2,4,8,2,256,64,64,16,TAGE_SC_L_64KB,100.3505,81.8283,17.413,59.5647,16.2713,1.2409,11.4748,0.7468,0.0551,0.01,0.0152,0.0101
688,1,3.4,32,32,1,256,2,4,4,12,8,64,128,16,16,LocalBP,111.3262,156.383,17.7395,131.1673,16.4241,1.3034,22.54,0.8079,0.081,0.01,0.0241,0.0104
689,1,4,32,16,2,256,4,8,2,8,2,256,16,16,8,TAGE_SC_L_64KB,89.6898,113.299,17.0393,88.3736,15.8689,1.2285,16.6579,0.6359,0.0551,0.0101,0.0719,0.0106
690,1,1.2,16,64,4,512,8,8,4,12,2,32,32,32,8,TournamentBP,114.588,62.9441,18.1219,42.2943,16.8518,1.3091,7.8582,0.8569,0.0675,0.0104,0.0102,0.0102
691,1,1.4,64,128,8,1024,4,4,12,2,2,64,128,32,8,TAGE_SC_L_64KB,168.6525,61.067,17.7333,46.3681,16.8541,1.1857,5.435,0.8135,0.0551,0.0089,0.0138,0.0101
692,1,2.4,64,64,2,2048,2,4,12,12,8,64,32,8,8,TAGE_SC_L_64KB,213.7765,160.92,19.8477,141.1474,18.7969,1.3555,17.9791,0.8843,0.0548,0.0102,0.0147,0.0102
693,1,2.8,128,64,4,2048,8,2,4,4,12,64,32,32,64,TournamentBP,112.248,75.1486,18.8125,49.6009,17.6436,1.2087,8.8421,0.7129,0.0675,0.0097,0.0135,0.0102
694,1,2.8,16,16,8,128,4,4,8,12,12,192,16,64,16,TAGE,134.9408,143.421,17.6331,122.0706,16.4905,1.3179,19.1611,0.7942,0.0561,0.0116,0.0805,0.0106
695,1,2.8,64,32,8,1024,2,4,12,8,2,32,16,8,16,TAGE_SC_L_64KB,179.7485,139.635,18.2,121.1956,17.2445,1.2693,14.4499,0.7489,0.0548,0.0099,0.0194,0.0104
696,1,1.8,64,128,2,256,2,4,2,8,8,32,128,8,32,LocalBP,90.9721,64.6095,17.3907,43.0546,16.12,1.2387,8.97,0.7858,0.0811,0.0091,0.0094,0.0101
697,1,2.2,64,128,4,1024,4,8,12,12,2,64,32,16,8,MultiperspectivePerceptron64KB,211.7173,147.319,19.0411,130.1473,18.0859,1.3506,16.0205,0.7805,0.132,0.0075,0.0128,0.01
698,1,2,32,32,8,128,2,12,2,12,2,32,32,8,64,TournamentBP,101.138,87.6377,17.5849,65.2507,16.2925,1.2997,11.8561,0.7673,0.0676,0.0099,0.0187,0.0104
699,1,3.8,64,16,2,1024,4,2,4,2,2,192,32,16,8,BiModeBP,89.4962,79.2233,17.2956,54.4538,16.1557,1.1492,8.1214,0.6229,0.0729,0.0105,0.0929,0.0106
700,1,1.4,64,64,1,256,8,4,8,4,12,256,64,16,32,LocalBP,99.8893,51.0305,16.9275,31.8169,15.7565,1.1903,6.7506,1.0021,0.081,0.0097,0.0158,0.0102
701,1,2.4,128,16,1,1024,4,4,8,12,4,32,16,32,16,BiModeBP,134.794,126.168,18.9078,101.6661,17.608,1.3276,15.3444,0.7877,0.073,0.0102,0.0696,0.0106
702,1,1,16,16,1,2048,16,2,8,8,2,64,128,8,8,TAGE_SC_L_64KB,146.6735,53.0997,18.9071,34.6867,17.8391,1.2607,5.5416,0.7695,0.055,0.0112,0.0882,0.0106
703,1,3.4,32,32,4,512,4,4,4,12,4,256,32,16,64,BiModeBP,116.9397,149.537,18.0739,123.8057,16.7682,1.3059,22.6885,0.8463,0.0728,0.0114,0.0246,0.0104
704,1,1.2,32,16,4,128,2,2,12,2,4,256,64,8,64,TournamentBP,140.658,56.8152,16.7015,41.4014,15.7139,1.1699,4.4902,0.7445,0.0676,0.0102,0.0846,0.0106
705,1,1.6,128,128,2,512,4,2,8,8,8,256,128,8,16,TAGE_SC_L_64KB,131.5445,73.7387,17.9593,54.8591,16.8904,1.267,9.1057,0.7738,0.055,0.0096,0.0147,0.0101
706,1,2.6,64,16,2,1024,2,8,4,2,4,128,96,32,32,MultiperspectivePerceptron64KB,94.2296,60.3239,17.2699,38.2411,16.2571,1.1584,6.9152,0.6852,0.1208,0.0068,0.0932,0.0106
707,1,3.6,64,128,4,128,16,12,2,2,12,128,64,32,64,LocalBP,76.2035,70.9754,16.5576,47.6789,15.3852,1.1548,9.2006,0.6985,0.0811,0.0087,0.0155,0.0101
708,1,1.4,128,16,1,128,16,2,12,4,2,128,16,16,64,MultiperspectivePerceptron64KB,173.2703,63.8511,16.8273,51.9595,16.0331,1.2021,5.7702,0.7187,0.114,0.0089,0.0659,0.0106
709,1,1.8,32,64,4,128,8,4,8,2,8,192,16,16,64,BiModeBP,96.5447,55.6772,16.5803,36.0514,15.4634,1.1583,5.6792,0.7871,0.0728,0.0099,0.0114,0.0102
710,1,3.4,32,32,4,2048,8,8,12,4,12,192,64,16,64,BiModeBP,164.5782,146.116,18.8749,120.5456,17.7264,1.2263,16.8189,0.8853,0.0727,0.0106,0.0257,0.0104
711,1,1.6,64,32,8,1024,4,8,8,2,12,256,64,16,8,BiModeBP,107.402,53.9929,17.5978,33.6217,16.4587,1.1763,5.6327,0.7795,0.0727,0.0079,0.0257,0.0104
712,1,3.6,32,128,4,2048,2,4,8,8,2,32,16,64,64,MultiperspectivePerceptron64KB,155.7767,133.507,19.1906,109.4818,18.1902,1.2727,16.406,0.6901,0.1169,0.0088,0.0094,0.01
713,1,4,16,32,2,1024,2,2,4,12,2,32,96,8,16,TAGE,121.3875,175.266,18.4615,148.2166,17.2363,1.3071,21.7758,0.6265,0.0563,0.0112,0.0186,0.0104
714,1,4,128,128,1,512,8,12,12,2,12,192,96,16,8,BiModeBP,145.2632,150.411,17.5944,124.5161,16.4757,1.1971,14.4168,0.6468,0.0729,0.0069,0.0159,0.0101
715,1,3.2,64,128,2,128,4,2,4,8,2,32,96,64,16,MultiperspectivePerceptron64KB,99.8221,100.865,17.2153,78.1585,16.1279,1.2398,13.6122,0.6539,0.0996,0.0092,0.0089,0.0101
716,1,2.4,64,16,8,128,2,2,2,2,12,192,64,8,16,TournamentBP,73.4182,52.9057,16.3363,31.6622,15.2103,1.1446,5.9069,0.6811,0.0677,0.0099,0.0847,0.0106
717,1,3.4,64,32,1,256,16,8,2,12,2,32,64,32,32,TAGE,105.0973,139.724,17.7173,114.7146,16.4571,1.2994,19.1036,0.6993,0.0561,0.0097,0.019,0.0104
718,1,2.4,64,32,1,128,2,2,2,4,12,256,16,8,32,BiModeBP,76.7345,58.6561,16.569,36.9728,15.3805,1.1723,7.5621,0.7066,0.073,0.0103,0.0192,0.0104
719,1,2,128,64,4,2048,16,2,8,12,4,32,32,64,64,TAGE,161.3928,109.464,19.8414,86.5618,18.6572,1.3405,12.4528,0.747,0.0563,0.0096,0.0101,0.0102
720,1,4,64,128,2,128,4,2,4,4,12,192,16,16,32,TAGE_SC_L_64KB,88.2305,90.4528,16.7694,66.7051,15.697,1.185,12.0158,0.6458,0.055,0.0101,0.0105,0.0101
721,1,1.4,16,32,8,128,8,8,12,8,4,128,64,8,64,TAGE_SC_L_64KB,168.9785,79.6851,17.1864,65.5283,16.2318,1.2609,9.9107,1.0272,0.0551,0.0108,0.0245,0.0104
722,1,2.2,128,32,1,256,16,12,4,8,12,32,128,16,8,TAGE,98.3001,78.8123,17.4075,56.9735,16.2336,1.2544,11.9956,0.8674,0.0559,0.0084,0.0187,0.0104
723,1,3.8,64,16,8,512,8,2,8,4,8,128,16,8,16,TAGE,114.1163,105.501,17.0195,83.2262,16.0121,1.1894,12.0363,0.6371,0.0562,0.01,0.0794,0.0106
724,1,3,128,16,2,256,2,8,4,12,12,192,96,64,8,TAGE,116.4785,141.886,17.9605,117.8476,16.7241,1.32,21.931,0.8506,0.0559,0.0091,0.1012,0.0106
725,1,3,64,64,1,256,16,12,12,8,8,256,32,16,8,TAGE,169.0657,151.844,17.5594,132.9139,16.558,1.2733,19.5951,0.8859,0.0557,0.0091,0.0144,0.0102
726,1,1.8,128,64,8,1024,16,4,2,8,2,64,16,64,16,MultiperspectivePerceptron64KB,99.7734,61.9167,18.1426,39.7467,16.9723,1.2459,8.1064,0.7692,0.108,0.0081,0.0107,0.0102
727,1,3.4,128,32,4,512,8,4,8,8,8,192,128,64,32,LocalBP,116.122,133.857,17.7413,109.3966,16.5086,1.2557,19.525,0.8425,0.0811,0.0097,0.0281,0.0104
728,1,4,32,16,2,1024,8,12,12,8,2,192,128,32,8,LocalBP,153.9621,203.095,18.1796,176.2323,16.9623,1.2645,22.9944,0.6915,0.081,0.009,0.0872,0.0106
729,1,4,16,16,4,1024,16,2,4,12,2,32,32,64,32,TAGE_SC_L_64KB,120.4813,165.055,18.4188,138.2222,17.2141,1.3063,20.6289,0.5956,0.0554,0.0114,0.0693,0.0106
730,1,3.2,64,32,2,512,16,12,8,4,4,192,32,16,64,TournamentBP,110.189,96.7733,17.2771,74.4499,16.202,1.1986,13.7327,0.9229,0.0673,0.009,0.0243,0.0104
731,1,1,64,128,2,2048,4,2,12,12,4,192,64,8,8,TournamentBP,201.689,84.724,20.2619,65.7556,19.0663,1.36,7.7996,0.7967,0.0676,0.0098,0.0143,0.0101
732,1,3.4,32,64,4,2048,8,4,2,8,8,192,16,64,8,TAGE,116.1493,105.002,18.9357,78.3766,17.7179,1.2535,14.8705,0.6934,0.0562,0.01,0.0109,0.0102
733,1,3,32,128,8,512,2,12,4,2,8,256,16,64,8,BiModeBP,87.3008,67.744,17.0395,44.0972,15.8791,1.1616,7.9208,0.7038,0.0728,0.0097,0.0108,0.0101
734,1,2.2,128,128,1,128,8,2,2,12,12,128,32,16,16,TAGE,106.9563,98.6081,17.9506,75.3093,16.6659,1.3138,13.4659,0.7496,0.0563,0.0097,0.0137,0.0101
735,1,2.6,32,64,8,128,16,12,8,2,4,32,96,64,64,TAGE,104.8895,70.0182,16.4635,50.4227,15.4791,1.1609,7.7521,0.7537,0.0558,0.0086,0.0105,0.0102
736,1,1.8,32,32,8,256,16,8,4,8,2,192,16,8,32,MultiperspectivePerceptron64KB,98.6335,63.2495,17.1287,43.0619,16.0357,1.2369,9.0465,0.7997,0.13,0.0077,0.0185,0.0104
737,1,2.6,32,64,2,1024,4,4,8,2,12,256,16,32,64,TournamentBP,111.986,77.7147,17.6528,55.4932,16.5872,1.1786,7.9748,0.7511,0.0674,0.0096,0.0114,0.0102
738,1,3.2,64,128,1,128,2,12,2,12,12,128,32,32,8,TAGE_SC_L_64KB,107.297,134.345,17.854,109.6277,16.5893,1.3168,19.5142,0.7244,0.0551,0.0099,0.0137,0.0101
739,1,3.6,32,64,1,1024,4,8,8,12,2,64,16,8,8,TAGE_SC_L_64KB,146.7215,174.843,18.685,150.575,17.5621,1.3263,21.6787,0.714,0.055,0.0095,0.0112,0.0102
740,1,3.8,32,32,1,128,8,8,2,8,4,192,16,32,32,LocalBP,86.5727,107.79,16.9186,83.2586,15.6708,1.2264,16.1908,0.6706,0.0811,0.0094,0.0193,0.0104
741,1,3.4,16,32,8,128,16,12,4,8,2,64,64,64,32,MultiperspectivePerceptron64KB,97.0777,104.081,16.9391,81.3228,15.8555,1.2369,15.8375,0.7202,0.1306,0.0082,0.0221,0.0104
742,1,2.8,16,16,4,128,2,8,2,12,8,192,64,8,32,TAGE,104.1373,123.638,17.4828,99.3544,16.2133,1.2996,17.5222,0.7255,0.056,0.0111,0.0889,0.0106
743,1,3.8,16,128,8,2048,2,2,12,12,2,64,96,16,16,TournamentBP,202.83,263.87,20.1352,236.0153,18.9525,1.3547,24.519,0.6576,0.0677,0.0113,0.0137,0.0101
744,1,3.6,32,16,8,128,16,12,12,4,8,128,32,8,16,TAGE,154.1577,137.751,16.6947,118.7161,15.7684,1.2027,15.8674,0.7773,0.0558,0.0089,0.0873,0.0106
745,1,2.4,128,32,4,256,16,8,8,8,12,32,96,32,8,TournamentBP,116.704,101.567,17.6825,79.7099,16.5262,1.2676,13.5631,0.8501,0.0674,0.0087,0.0189,0.0104
746,1,3.6,16,128,8,1024,2,12,12,2,4,128,128,64,8,TAGE,164.2867,128.26,17.6825,107.8739,16.7669,1.1889,12.5464,0.6764,0.0559,0.0076,0.016,0.0101
747,1,1,16,64,8,128,16,4,8,8,2,256,64,16,8,BiModeBP,110.45,51.066,17.2391,32.5748,16.0323,1.2429,6.1264,0.8965,0.0731,0.0118,0.0157,0.0102
748,1,3.2,128,64,8,1024,2,8,12,2,4,256,128,16,8,BiModeBP,145.9772,122.785,17.9303,99.2676,16.8242,1.1887,11.4115,0.6828,0.0729,0.0072,0.017,0.0102
749,1,1.8,16,32,1,128,8,2,4,12,4,64,32,32,8,MultiperspectivePerceptron64KB,111.7568,83.6716,17.4881,62.8249,16.3277,1.2993,10.5517,0.7131,0.1007,0.0104,0.0224,0.0104
750,1,2.6,64,64,1,1024,2,4,4,4,12,256,32,16,16,MultiperspectivePerceptron64KB,99.2812,68.2099,17.6294,45.5934,16.5778,1.1952,9.9308,0.8764,0.1183,0.0089,0.0143,0.0102
751,1,3.8,32,32,4,128,8,8,8,12,8,32,16,32,32,BiModeBP,124.485,185.641,17.7982,159.9051,16.5226,1.3173,24.0515,0.7636,0.0729,0.01,0.019,0.0104
752,1,1.4,16,32,1,2048,16,2,8,2,2,192,64,8,8,TournamentBP,126.335,50.5175,18.4063,30.4782,17.3412,1.1732,4.2339,0.7524,0.0676,0.0112,0.0239,0.0104
753,1,3,128,32,8,256,8,2,8,2,12,128,64,32,32,BiModeBP,99.681,82.2266,16.8769,60.1459,15.7588,1.1675,8.4462,0.6975,0.0728,0.0102,0.0249,0.0104
754,1,3.8,128,128,1,512,2,2,8,8,2,32,32,32,64,MultiperspectivePerceptron64KB,135.9867,137.041,17.8779,114.5764,16.8942,1.262,16.3771,0.6302,0.0996,0.009,0.009,0.0101
755,1,3.2,128,32,8,256,2,8,4,4,4,192,16,32,64,TAGE,86.8308,75.3807,16.8398,52.1927,15.7438,1.1813,11.1366,0.8479,0.0559,0.0089,0.0206,0.0104
756,1,1,128,128,2,1024,16,12,4,8,4,64,128,32,32,TournamentBP,107.783,47.2676,18.5202,26.8357,17.2961,1.2656,6.691,1.0949,0.0674,0.0082,0.0124,0.01
757,1,3.4,64,128,2,2048,2,8,12,4,2,128,128,16,32,TAGE_SC_L_64KB,189.2135,137.716,18.9084,116.725,17.9922,1.2273,14.8316,0.7818,0.055,0.0094,0.0161,0.01
758,1,3.2,16,32,8,256,2,8,2,8,4,32,64,8,16,TAGE,88.1943,95.4846,17.0486,71.2983,15.8554,1.2296,13.714,0.7074,0.0561,0.0109,0.0185,0.0104
759,1,2.4,128,16,2,256,2,4,4,4,4,192,64,64,8,TAGE,86.4839,61.2018,16.788,39.8772,15.6957,1.1776,8.8212,0.867,0.0561,0.01,0.104,0.0106
760,1,1.6,32,64,4,256,4,8,8,4,12,192,128,16,8,MultiperspectivePerceptron64KB,119.7974,56.2459,16.8801,39.6405,15.9544,1.2003,7.9451,0.9444,0.1252,0.0081,0.016,0.0102
761,1,3.6,16,16,4,2048,16,12,2,4,12,64,64,16,16,TAGE,104.4303,83.9688,18.3346,57.931,17.1784,1.1957,11.417,0.6964,0.0559,0.0112,0.088,0.0106
762,1,3.2,16,16,4,512,8,12,4,8,2,64,128,16,32,TAGE_SC_L_64KB,101.854,103.784,17.3405,80.5619,16.2086,1.2397,15.6166,0.756,0.055,0.0105,0.09,0.0106
763,1,3.4,64,16,2,512,8,8,12,12,8,64,64,16,8,BiModeBP,169.3473,227.662,18.4531,202.3746,17.1922,1.3374,25.234,0.785,0.0728,0.0101,0.0996,0.0105
764,1,1.4,32,32,1,2048,4,4,4,12,12,64,16,64,8,TAGE_SC_L_64KB,137.8753,72.9823,19.5164,50.4231,18.273,1.3292,9.7227,0.9456,0.055,0.0104,0.0198,0.0104
765,1,1.6,32,32,1,1024,16,2,12,2,2,64,32,32,64,TAGE_SC_L_64KB,166.0335,66.4294,17.4395,51.5077,16.5712,1.1757,5.4496,0.7641,0.0547,0.0102,0.0228,0.0104
766,1,2.8,128,64,8,512,2,4,12,2,8,192,96,16,16,BiModeBP,141.7533,108.762,17.3832,86.9448,16.2837,1.1834,10.1534,0.7376,0.0727,0.009,0.0167,0.0102
767,1,1.2,32,32,1,1024,16,2,2,4,4,64,64,32,8,TournamentBP,86.7855,38.9077,17.455,18.8845,16.2923,1.1757,4.039,0.7765,0.0676,0.0101,0.0228,0.0104
768,1,1.8,64,16,8,256,8,12,4,4,8,64,32,64,32,TournamentBP,84.6565,51.0066,16.823,30.7337,15.6886,1.1849,7.2908,0.9258,0.0674,0.0084,0.0988,0.0106
769,1,3.6,32,16,2,1024,8,8,12,12,8,64,128,64,16,TAGE_SC_L_64KB,199.8255,243.22,18.7853,220.9299,17.7435,1.3454,28.004,0.8111,0.0549,0.01,0.1009,0.0105
770,1,1,32,128,2,256,4,8,12,12,12,32,64,16,64,TournamentBP,175.109,81.8103,18.5,64.8468,17.3212,1.3506,9.0369,1.0394,0.0674,0.0092,0.0096,0.01
771,1,3.8,32,32,4,512,4,12,8,12,8,32,64,32,8,TAGE,140.3768,190.344,18.1262,165.9115,16.9736,1.3262,24.8675,0.7607,0.0558,0.0092,0.0189,0.0104
772,1,1.2,64,128,2,512,4,12,4,2,2,32,32,8,32,MultiperspectivePerceptron64KB,92.146,36.5386,16.967,18.0434,15.9539,1.1597,3.5553,0.772,0.1259,0.0068,0.0084,0.0101
773,1,2.4,16,32,1,512,8,2,2,2,8,192,32,32,16,TAGE,79.8056,52.9808,16.6039,31.3678,15.5023,1.1416,5.7597,0.7293,0.0562,0.0114,0.0233,0.0104
774,1,2.4,128,16,4,256,2,8,12,12,12,32,32,16,64,TAGE,182.3407,158.7,18.1671,139.5003,17.0805,1.3435,17.8229,0.828,0.056,0.0085,0.0703,0.0106
775,1,3,128,64,1,256,2,2,8,4,12,256,96,32,16,LocalBP,100.6448,90.4355,17.0544,67.1833,15.8797,1.1938,10.9725,0.6988,0.0812,0.0095,0.0168,0.0102
776,1,2.4,128,32,4,256,16,8,12,2,8,32,32,16,8,LocalBP,129.627,89.8262,16.8703,68.8012,15.7459,1.1731,8.0886,0.7105,0.081,0.0072,0.0191,0.0104
777,1,3.4,16,64,2,1024,8,4,2,4,8,128,16,64,8,TournamentBP,88.3979,77.433,17.5269,53.1289,16.3657,1.1822,9.9714,0.6879,0.0676,0.011,0.0107,0.0102
778,1,2.8,32,128,4,2048,8,8,2,2,4,64,96,32,64,TournamentBP,102.586,63.89,18.4466,38.5774,17.2854,1.1679,6.9815,0.7449,0.0675,0.0093,0.0135,0.0101
779,1,2.6,32,64,4,256,4,8,12,2,2,256,32,16,32,TAGE_SC_L_64KB,157.9695,95.174,16.7239,78.4273,15.8615,1.1726,9.221,0.7712,0.0549,0.0085,0.0146,0.0102
780,1,2.8,128,128,4,256,4,12,2,4,4,192,64,8,32,MultiperspectivePerceptron64KB,82.6751,66.2,17.0263,43.312,15.9223,1.1864,9.1822,0.7189,0.1199,0.0075,0.0146,0.0101
781,1,1.8,64,16,1,256,16,12,4,4,2,128,96,8,8,TournamentBP,84.3798,51.0089,16.7849,30.7808,15.6565,1.179,6.6213,0.7943,0.0675,0.0087,0.0888,0.0106
782,1,1.6,32,64,1,256,2,8,8,4,2,128,16,32,16,MultiperspectivePerceptron64KB,118.4732,54.0264,16.8004,37.5282,15.886,1.1895,6.4374,0.8315,0.1315,0.0076,0.0113,0.0102
783,1,3.8,64,128,2,128,8,4,12,4,12,64,32,32,8,TAGE,157.4727,146.052,17.0069,126.0918,16.0716,1.2107,16.277,0.8071,0.0561,0.0101,0.0139,0.0101
784,1,3.8,64,16,8,128,2,8,12,4,4,32,32,64,8,MultiperspectivePerceptron64KB,173.4013,143.198,16.7179,126.178,15.9325,1.2034,14.4495,0.6589,0.1156,0.0077,0.0622,0.0106
785,1,1,32,128,1,128,16,2,4,12,4,192,96,16,16,TAGE,114.4455,58.4994,17.7785,38.9795,16.5467,1.3062,7.122,0.8169,0.0563,0.0101,0.0155,0.0101
786,1,2.6,32,128,1,2048,2,12,8,8,8,64,32,16,32,TournamentBP,143.206,108.332,19.442,84.3752,18.2713,1.2844,15.6462,0.9731,0.0674,0.0096,0.0129,0.01
787,1,3,16,16,4,2048,8,12,8,4,2,192,16,64,32,TAGE,134.3848,90.1245,18.4396,67.5039,17.4111,1.2039,11.1267,0.7671,0.056,0.0102,0.0788,0.0106
788,1,3.6,32,32,8,128,8,12,2,12,8,64,128,32,32,TournamentBP,105.052,158.784,17.6422,133.2886,16.3504,1.3072,22.1634,0.7044,0.0675,0.0101,0.0235,0.0104
789,1,1.4,128,128,1,256,16,12,8,12,12,256,96,16,64,TAGE_SC_L_64KB,145.2445,87.6933,18.3648,68.7168,17.2144,1.3436,13.3178,1.1037,0.0548,0.0091,0.0158,0.01
790,1,1.6,32,32,8,1024,8,2,12,2,12,64,64,32,64,TAGE_SC_L_64KB,167.0426,67.5109,17.5078,52.5028,16.629,1.1858,5.8226,0.7649,0.0552,0.0102,0.023,0.0104
791,1,2.6,128,64,4,128,16,2,12,8,4,128,128,64,16,TournamentBP,158.21,143.862,17.7278,123.814,16.6444,1.2719,14.4983,0.7266,0.0675,0.0097,0.0158,0.0102
792,1,3,32,32,8,256,2,12,12,4,8,256,32,8,16,TournamentBP,147.348,128.765,17.1715,108.4437,16.1509,1.2121,14.6897,0.8734,0.0673,0.009,0.0235,0.0104
793,1,3.6,64,32,2,128,16,12,12,4,2,256,32,16,8,TAGE,154.6347,137.012,16.7672,117.8877,15.8431,1.2004,14.8194,0.7252,0.056,0.0089,0.0243,0.0104
794,1,3.6,64,32,4,512,2,8,8,4,2,128,16,16,8,LocalBP,102.8931,99.7342,17.0441,76.037,15.8883,1.1832,12.0247,0.7006,0.0814,0.0088,0.0202,0.0104
795,1,3.8,64,64,1,2048,4,8,4,8,2,256,128,64,64,TAGE_SC_L_64KB,126.0133,127.843,19.0658,100.6136,17.9048,1.261,19.6308,0.7637,0.0553,0.0095,0.0181,0.0102
796,1,2.6,16,64,2,1024,4,12,4,8,8,192,96,16,32,TAGE_SC_L_64KB,107.7073,91.454,18.0594,67.8183,16.9004,1.2553,15.5262,0.9714,0.055,0.0102,0.0164,0.0102
797,1,3,128,16,4,512,4,12,12,4,4,256,128,8,64,BiModeBP,143.8833,127.527,17.5153,104.99,16.387,1.2115,14.7533,0.8269,0.0728,0.0088,0.0877,0.0106
798,1,2.8,32,128,8,2048,4,12,8,2,12,64,32,32,32,MultiperspectivePerceptron64KB,143.8537,79.4596,18.568,58.3747,17.6471,1.1967,8.6545,0.691,0.1265,0.0072,0.0121,0.0101
799,1,1.2,16,64,1,2048,4,8,2,2,8,128,96,16,16,TAGE,101.5933,37.7087,18.2033,16.7947,17.0706,1.1639,3.6554,0.8391,0.0559,0.0101,0.0161,0.0102
800,1,1.6,128,64,4,1024,2,2,2,12,12,192,32,8,8,LocalBP,116.0983,79.3836,18.7971,56.3949,17.4372,1.3186,10.0873,0.742,0.0812,0.0093,0.0145,0.0102
801,1,2.6,16,16,2,256,8,4,2,12,8,128,32,16,32,TAGE,104.6163,111.691,17.6171,87.7739,16.3489,1.2982,15.9137,0.7651,0.0563,0.0111,0.0877,0.0106
802,1,2.6,64,32,2,512,4,4,2,2,4,192,16,32,8,MultiperspectivePerceptron64KB,80.9525,55.5988,16.6827,33.5739,15.6221,1.1438,5.8823,0.6753,0.1114,0.0081,0.0191,0.0104
803,1,1.8,128,32,2,128,4,4,2,12,4,256,96,16,8,TournamentBP,106.775,88.8328,17.8037,66.6101,16.5041,1.3048,12.2188,0.7992,0.0675,0.0092,0.0248,0.0104
804,1,3.4,128,16,1,2048,8,12,12,2,4,32,128,32,32,BiModeBP,161.1803,131.309,18.7757,105.9372,17.6566,1.1977,11.0392,0.6551,0.0728,0.0081,0.0724,0.0106
805,1,1.6,128,16,1,1024,2,12,2,4,4,64,64,32,8,MultiperspectivePerceptron64KB,88.835,46.0781,17.5756,25.1925,16.4677,1.1878,5.4569,0.7401,0.1207,0.0073,0.0791,0.0106
806,1,1,32,64,2,1024,4,12,8,2,2,192,32,16,16,TournamentBP,111.047,40.369,17.6094,22.427,16.5491,1.1736,3.6664,0.8465,0.0673,0.0082,0.0142,0.0102
807,1,3,32,64,2,512,8,2,12,8,12,128,16,16,16,TAGE_SC_L_64KB,177.4965,150.809,17.727,132.3857,16.7693,1.2721,15.6934,0.6962,0.0551,0.0103,0.011,0.0102
808,1,3.6,64,32,8,1024,8,12,12,4,12,192,64,8,8,MultiperspectivePerceptron64KB,185.8723,143.337,17.816,125.2604,17.0033,1.2268,16.4355,0.7466,0.1252,0.0074,0.0232,0.0104
809,1,1.8,128,64,4,1024,2,12,4,8,4,256,16,32,16,TAGE,107.7105,66.3113,18.2547,44.3746,17.0738,1.2578,10.249,0.9709,0.0558,0.0085,0.0114,0.0102
810,1,3.8,128,16,4,2048,8,8,2,8,4,192,96,8,64,LocalBP,115.4343,119.744,19.0274,91.8931,17.7421,1.2542,17.2549,0.6648,0.0812,0.0088,0.0868,0.0106
811,1,1.4,32,16,1,128,16,12,8,2,4,32,16,16,8,TAGE_SC_L_64KB,105.6376,44.8915,16.3269,28.6314,15.3777,1.1573,4.3474,0.7423,0.0552,0.0088,0.0719,0.0106
