exp_id,num_cores,cpu_clock_GHz,l1i_kb,l1d_kb,l1_assoc,l2_kb,l2_assoc,fetchWidth,decodeWidth,issueWidth,commitWidth,numROBEntries,numIQEntries,LQEntries,SQEntries,branch_predictor,Area,Peak Power,Total Leakage,Peak Dynamic,Subthreshold Leakage,Gate Leakage,Runtime Dynamic,ipc,branch_misprediction_rate,icache_miss_rate,dcache_read_miss_rate,dcache_write_miss_rate
1826,1,1.4,64,128,1,512,16,8,8,8,2,192,128,64,64,TAGE_SC_L_64KB,130.0285,65.7659,17.8257,47.5744,16.763,1.2614,8.9148,0.9188,0.0548,0.0093,0.0172,0.01
1827,1,3.2,128,32,4,1024,2,12,8,12,4,64,64,32,64,MultiperspectivePerceptron64KB,155.1087,164.455,18.8619,141.7844,17.7947,1.3396,22.9076,0.8309,0.1276,0.0073,0.0212,0.0104
1828,1,1.2,64,16,4,1024,8,8,4,2,12,128,32,32,64,TournamentBP,90.9797,38.4398,17.4384,18.8245,16.3195,1.1668,3.9375,0.8198,0.0674,0.0082,0.1001,0.0106
1829,1,2.6,64,16,2,256,2,2,12,8,12,256,96,8,16,TAGE_SC_L_64KB,173.7705,137.351,17.4441,120.3407,16.4901,1.2695,14.8323,0.7032,0.055,0.01,0.0889,0.0106
1830,1,3,128,128,1,256,2,2,4,12,4,128,96,64,64,TAGE_SC_L_64KB,118.2313,138.226,18.1412,114.0828,16.9273,1.3164,18.5374,0.7188,0.0551,0.0098,0.0155,0.01
1831,1,2,64,16,4,1024,8,2,12,2,2,256,32,64,8,MultiperspectivePerceptron64KB,180.5283,78.7522,17.4728,64.4255,16.6978,1.1805,6.5886,0.6825,0.1181,0.0091,0.0897,0.0106
1832,1,3,64,64,8,128,8,2,2,4,12,64,32,32,32,BiModeBP,77.3041,68.8523,16.6341,45.7552,15.4434,1.1742,8.9139,0.692,0.073,0.0101,0.0138,0.0102
1833,1,3.8,16,16,8,1024,4,4,2,2,8,192,32,64,32,TournamentBP,84.1766,75.7993,17.2082,51.1788,16.0801,1.1507,8.8714,0.6781,0.0675,0.0106,0.0994,0.0106
1834,1,2,64,128,1,1024,4,8,8,4,4,32,64,16,8,LocalBP,109.072,66.0538,17.8375,44.2448,16.6555,1.1979,8.2496,0.8938,0.0812,0.0086,0.0097,0.01
1835,1,2.2,128,64,1,256,2,12,12,8,2,32,96,8,16,TournamentBP,158.036,123.596,17.9119,103.6225,16.8113,1.2776,12.8949,0.8086,0.0675,0.0083,0.0103,0.0102
1836,1,2.8,32,32,1,2048,2,8,2,8,8,192,32,8,32,MultiperspectivePerceptron64KB,116.2994,90.528,18.8749,65.5084,17.6986,1.2557,12.9987,0.723,0.1082,0.0086,0.0231,0.0104
1837,1,2.8,16,32,4,128,16,4,4,8,2,128,16,32,8,LocalBP,90.3638,87.3238,16.9019,64.1587,15.6635,1.2247,12.3485,0.7267,0.081,0.0109,0.0202,0.0104
1838,1,2,64,64,4,2048,16,12,4,8,2,192,128,8,8,BiModeBP,121.4467,77.2131,19.1483,52.9606,17.8752,1.2615,10.819,0.8159,0.0726,0.0094,0.0151,0.0102
1839,1,2.8,32,16,2,512,16,12,2,2,2,192,32,8,64,LocalBP,78.3313,58.6246,16.6086,35.9531,15.4418,1.1401,6.7003,0.6947,0.0812,0.009,0.0878,0.0106
1840,1,4,64,32,4,512,2,8,2,4,4,128,64,16,64,MultiperspectivePerceptron64KB,84.8287,85.522,16.9165,61.0634,15.8306,1.1759,11.8575,0.6818,0.1091,0.0084,0.0241,0.0104
1841,1,3.6,32,64,2,128,2,12,8,2,2,256,16,32,32,TAGE_SC_L_64KB,107.5753,88.7447,16.4332,68.2316,15.4899,1.1593,9.8618,0.7009,0.055,0.0091,0.0115,0.0102
1842,1,3.6,128,128,8,1024,8,4,12,4,4,128,64,8,8,TAGE,168.3797,141.473,18.0779,120.5492,17.1309,1.2191,15.37,0.8151,0.0562,0.0098,0.0148,0.0101
1843,1,3.2,16,16,1,256,2,12,4,8,8,64,64,32,16,BiModeBP,93.9457,101.814,17.183,78.2539,15.9499,1.2409,16.4818,0.8234,0.0728,0.0107,0.0992,0.0106
1844,1,3.8,64,64,1,256,16,2,2,4,4,192,128,64,8,TournamentBP,80.088,83.4533,16.7921,59.4382,15.6442,1.172,10.9944,0.6466,0.0675,0.0099,0.0162,0.0102
1845,1,2.4,64,128,4,1024,16,12,12,8,2,128,96,16,64,LocalBP,153.9201,128.591,18.5026,105.2902,17.2694,1.2739,15.1361,0.8441,0.0801,0.0087,0.016,0.01
1846,1,4,16,16,2,2048,8,2,12,12,2,192,64,32,64,BiModeBP,192.5323,270.638,19.8235,240.811,18.5475,1.3414,26.0128,0.6462,0.0729,0.012,0.0854,0.0106
1847,1,4,64,128,2,512,4,8,2,2,4,256,96,32,8,TournamentBP,82.6838,77.8195,17.0045,53.0771,15.8737,1.154,9.3277,0.6648,0.0675,0.0091,0.0156,0.0101
1848,1,2.6,64,64,4,256,16,4,2,2,8,256,32,64,64,TournamentBP,76.4797,56.4903,16.6178,34.4242,15.4867,1.1484,6.6641,0.7573,0.0676,0.0093,0.0138,0.0102
1849,1,3,16,128,2,256,16,12,12,12,12,32,64,8,16,BiModeBP,167.0273,203.819,18.387,179.7968,17.1189,1.3452,23.2317,0.8583,0.0728,0.0105,0.0096,0.01
1850,1,2.8,128,128,1,128,4,4,4,8,8,32,128,8,32,MultiperspectivePerceptron64KB,100.7523,94.4539,17.4013,71.5233,16.2926,1.2517,14.3435,0.8117,0.1078,0.0086,0.0085,0.0101
1851,1,3.8,128,128,1,512,4,2,2,2,8,32,96,32,16,LocalBP,82.7772,74.4272,17.0446,49.9432,15.8713,1.1532,8.1522,0.6295,0.0812,0.0093,0.0095,0.0101
1852,1,2.6,64,128,8,512,2,12,12,8,4,64,64,8,16,MultiperspectivePerceptron64KB,192.9233,133.333,17.9306,117.4643,17.0615,1.2813,16.5025,0.8696,0.1248,0.0078,0.0121,0.01
1853,1,3,16,16,2,1024,4,4,2,4,2,128,16,8,8,TAGE,86.4603,69.1785,17.2941,45.2613,16.1609,1.1704,8.4718,0.6792,0.0563,0.011,0.0717,0.0106
1854,1,3.6,128,32,4,512,16,2,12,12,12,192,96,16,16,BiModeBP,174.9562,250.938,18.6564,224.1228,17.3822,1.3443,25.0014,0.6741,0.0729,0.0102,0.0253,0.0104
1855,1,3,128,128,4,512,4,2,2,4,12,128,96,16,16,BiModeBP,86.0439,72.2825,17.3568,48.0984,16.148,1.1887,9.5537,0.7025,0.0729,0.0101,0.0152,0.0101
1856,1,1.4,16,32,4,2048,16,4,4,4,8,128,128,32,16,LocalBP,108.2022,46.3749,18.3839,24.7071,17.1732,1.1902,5.9908,0.997,0.0811,0.011,0.026,0.0104
1857,1,4,16,16,1,512,4,12,2,12,4,32,128,32,64,MultiperspectivePerceptron64KB,111.4384,172.912,17.901,146.2656,16.6759,1.306,22.8232,0.6044,0.1189,0.0087,0.0635,0.0106
1858,1,1.2,64,32,8,256,16,8,8,12,12,256,128,32,16,TournamentBP,136.462,80.5614,18.1844,61.1731,16.9557,1.3333,11.3941,1.0857,0.0674,0.0097,0.0268,0.0103
1859,1,3.6,32,128,8,512,2,8,4,4,8,128,64,8,64,TAGE_SC_L_64KB,94.0945,84.5032,17.1461,60.9296,16.0679,1.1886,13.1584,0.843,0.0551,0.0096,0.0148,0.01
1860,1,2.6,32,128,4,512,16,4,2,2,12,64,32,32,64,TournamentBP,82.1731,57.7092,16.9766,35.076,15.8347,1.1567,6.665,0.7517,0.0675,0.0094,0.0134,0.0101
1861,1,3.8,32,16,2,2048,16,2,4,12,8,128,64,8,16,MultiperspectivePerceptron64KB,141.4538,170.053,19.4476,142.1855,18.2618,1.3251,21.6824,0.6215,0.1033,0.0097,0.0824,0.0106
1862,1,2.4,64,128,4,2048,16,4,8,2,12,128,128,16,8,LocalBP,123.249,71.7914,18.6145,47.7888,17.4406,1.1846,7.5879,0.7266,0.081,0.0088,0.0158,0.0101
1863,1,1.2,128,64,2,256,16,4,4,2,2,32,16,64,64,LocalBP,81.1607,35.8894,16.666,16.8788,15.5099,1.1463,3.3896,0.8093,0.0811,0.0083,0.0102,0.0102
1864,1,2.6,32,64,8,2048,4,4,8,8,12,192,32,16,32,TAGE_SC_L_64KB,148.8755,106.893,19.1247,83.6948,18.0408,1.2759,15.0254,0.9203,0.055,0.0106,0.0149,0.0102
1865,1,2,16,64,2,1024,8,8,2,2,2,32,64,64,16,TournamentBP,84.4315,48.4285,17.2995,26.7625,16.1629,1.1505,4.941,0.7633,0.0676,0.0101,0.01,0.0102
1866,1,3.4,64,16,1,128,8,2,12,2,8,32,16,8,8,LocalBP,127.252,117.735,16.4949,95.59,15.3934,1.161,9.487,0.5863,0.0812,0.0095,0.0673,0.0106
1867,1,3.4,32,128,1,1024,16,4,12,2,2,192,64,32,32,LocalBP,140.1651,121.216,17.6624,97.4633,16.5438,1.1742,11.3597,0.7049,0.081,0.0092,0.0158,0.01
1868,1,3,32,16,2,128,2,12,12,4,8,128,32,64,64,MultiperspectivePerceptron64KB,173.7373,118.115,16.7127,102.9867,15.9218,1.2088,14.4297,0.8164,0.1328,0.0077,0.0924,0.0106
1869,1,1,16,128,8,256,8,8,4,4,4,32,128,32,16,TAGE_SC_L_64KB,88.4908,35.8053,16.8262,17.6881,15.7497,1.1805,4.494,1.0289,0.0548,0.0103,0.0097,0.0101
1870,1,1.6,32,128,4,256,8,2,2,4,2,32,32,32,64,LocalBP,79.2218,44.0083,16.7672,23.804,15.5739,1.1662,4.9483,0.7444,0.0812,0.0097,0.0093,0.0101
1871,1,3.2,32,16,8,512,16,4,2,8,2,64,64,32,32,TAGE_SC_L_64KB,93.4462,95.1625,17.2803,71.5109,16.1081,1.2289,13.8071,0.7185,0.055,0.0101,0.0902,0.0106
1872,1,1.4,128,64,4,512,8,8,2,2,4,64,64,32,64,BiModeBP,80.9725,38.5092,16.9711,18.5248,15.801,1.152,3.9158,0.8109,0.073,0.0087,0.0139,0.0102
1873,1,2.2,128,16,8,1024,2,12,12,4,12,64,64,16,32,TAGE_SC_L_64KB,170.8245,95.0731,17.9159,77.893,16.9951,1.2266,11.3382,0.9168,0.0546,0.0082,0.0993,0.0105
1874,1,1.6,128,32,8,512,8,8,8,8,4,128,64,32,8,BiModeBP,116.614,71.9155,17.8462,51.1216,16.6221,1.258,10.1321,1.0116,0.0728,0.0096,0.0248,0.0103
1875,1,2,64,64,1,1024,4,2,4,8,8,128,32,64,64,LocalBP,103.4522,71.6617,18.1081,48.8385,16.8423,1.2471,9.4277,0.747,0.0812,0.0096,0.0144,0.0102
1876,1,2.8,64,32,2,1024,4,2,2,12,4,64,16,64,8,TAGE_SC_L_64KB,113.215,117.204,18.5264,91.612,17.26,1.3067,15.1778,0.6784,0.055,0.01,0.0194,0.0104
1877,1,2,128,128,2,1024,8,2,12,12,12,192,64,64,64,MultiperspectivePerceptron64KB,216.0703,143.097,19.258,126.236,18.2889,1.3632,14.8703,0.7445,0.1007,0.0092,0.015,0.01
1878,1,1.6,16,32,4,1024,2,12,12,4,12,256,16,16,64,MultiperspectivePerceptron64KB,184.7323,74.0594,17.7381,60.5082,16.9181,1.2239,8.5101,0.9146,0.1154,0.0088,0.0192,0.0104
1879,1,1.6,16,128,8,256,2,4,8,2,12,32,128,64,16,TAGE_SC_L_64KB,110.8594,50.8025,16.7585,33.5358,15.795,1.1694,5.4017,0.8038,0.0549,0.0102,0.0098,0.0101
1880,1,3.6,16,16,1,2048,2,8,8,2,8,64,16,16,16,TournamentBP,127.108,100.14,18.4154,75.1345,17.352,1.1818,9.738,0.6636,0.0674,0.0099,0.0855,0.0106
1881,1,1,128,32,2,256,8,12,2,12,12,256,64,32,64,TAGE_SC_L_64KB,109.702,57.3679,17.9813,37.1147,16.7041,1.3188,7.6,0.8906,0.0554,0.0093,0.025,0.0104
1882,1,1.6,16,32,1,128,4,8,2,8,8,128,96,16,16,MultiperspectivePerceptron64KB,88.4035,58.268,16.9235,38.0437,15.7696,1.234,8.2325,0.7924,0.1103,0.0093,0.0244,0.0104
1883,1,2.8,32,32,1,1024,16,4,8,8,2,192,32,8,16,LocalBP,117.051,108.781,18.0364,84.469,16.8019,1.2474,14.0302,0.7647,0.0809,0.0102,0.025,0.0104
1884,1,3.2,16,16,8,128,16,8,2,4,4,128,128,8,64,MultiperspectivePerceptron64KB,77.0634,71.9338,16.3615,49.0869,15.2795,1.1669,9.9248,0.6718,0.1089,0.0095,0.0811,0.0106
1885,1,1,64,32,8,1024,2,12,2,4,8,256,32,32,8,TAGE_SC_L_64KB,88.451,35.7329,17.5161,16.2156,16.3785,1.1874,4.0465,0.875,0.0549,0.0097,0.0235,0.0104
1886,1,4,16,32,1,128,16,8,2,12,4,256,16,32,8,TournamentBP,104.634,161.321,17.5643,135.0165,16.2813,1.2985,22.716,0.6482,0.0676,0.011,0.0193,0.0104
1887,1,2,64,64,4,256,4,8,8,12,8,192,16,32,64,TAGE,137.4768,108.22,18.0147,87.6666,16.8536,1.3255,15.468,0.9769,0.0563,0.0093,0.0114,0.0102
1888,1,1,16,128,2,2048,8,12,12,8,8,128,128,64,32,TournamentBP,185.409,70.3316,19.6585,52.1133,18.5271,1.3004,8.4848,1.1579,0.0673,0.0103,0.0149,0.01
1889,1,2.4,16,64,2,256,16,4,8,8,4,256,32,32,64,TournamentBP,116.423,98.9067,17.4812,77.2585,16.3407,1.252,14.1442,0.9477,0.0675,0.0116,0.0146,0.0102
1890,1,1,128,32,8,512,2,12,12,4,2,256,96,64,16,BiModeBP,143.2173,54.4532,17.5477,36.8097,16.4096,1.2104,5.5796,0.9251,0.0731,0.0083,0.0259,0.0104
1891,1,1.8,32,32,4,256,8,2,12,4,4,256,16,64,64,TAGE_SC_L_64KB,160.5906,78.0086,16.8683,63.2173,15.9797,1.1979,7.5056,0.7577,0.0551,0.0103,0.0198,0.0104
1892,1,1.2,128,16,1,256,2,8,2,2,4,32,16,32,8,BiModeBP,75.0074,34.6022,16.5783,15.562,15.4179,1.1449,3.1955,0.7296,0.073,0.0088,0.0695,0.0106
1893,1,3.2,64,128,8,512,16,12,12,4,8,192,64,64,32,BiModeBP,145.8912,134.759,17.6586,111.5151,16.5235,1.2179,16.4361,0.9073,0.0728,0.0093,0.0149,0.01
1894,1,2.4,16,64,8,128,16,4,8,12,2,256,16,32,32,MultiperspectivePerceptron64KB,144.5567,124.7,17.696,104.6246,16.6464,1.315,16.1793,0.7746,0.1155,0.0102,0.0114,0.0102
1895,1,2.6,32,16,2,1024,8,2,4,12,8,256,16,16,64,TAGE_SC_L_64KB,123.4103,119.434,18.5296,94.8407,17.306,1.3143,15.8334,0.7011,0.0548,0.0105,0.0753,0.0106
1896,1,3.2,128,16,8,2048,8,4,4,4,8,128,32,64,64,TAGE,112.7765,79.743,18.5682,54.7798,17.4525,1.2005,11.3076,0.8403,0.0561,0.0101,0.1026,0.0105
1897,1,3.4,32,128,1,1024,4,12,4,12,12,256,64,8,32,LocalBP,124.3842,158.6,18.8519,131.8166,17.5072,1.3287,25.7195,0.8965,0.081,0.0087,0.0146,0.01
1898,1,3.8,16,64,2,128,8,12,4,2,4,32,64,16,32,TournamentBP,80.6701,77.4175,16.4135,54.212,15.3242,1.1498,8.9546,0.6762,0.0675,0.01,0.0103,0.0102
1899,1,1.4,32,128,4,2048,4,4,4,12,8,192,64,32,32,TournamentBP,140.292,77.6887,19.8573,54.3679,18.5525,1.3352,11.2118,1.0594,0.0674,0.0104,0.0149,0.01
1900,1,1.6,128,16,1,256,4,4,4,8,12,32,64,64,16,BiModeBP,94.7379,60.7056,17.415,39.8055,16.1659,1.2473,8.3344,0.8373,0.0728,0.0102,0.0696,0.0106
1901,1,1.4,16,128,1,128,2,2,2,12,8,192,128,64,16,TAGE_SC_L_64KB,108.589,74.6456,17.7394,53.6147,16.4763,1.305,9.7331,0.7952,0.0554,0.0111,0.0161,0.01
1902,1,3.4,32,32,4,256,16,2,8,4,4,32,16,8,32,MultiperspectivePerceptron64KB,118.1532,94.0863,16.6963,74.3901,15.7956,1.1848,10.3069,0.6378,0.1009,0.0096,0.0177,0.0104
1903,1,2.6,128,16,1,256,4,4,12,4,2,128,64,8,8,BiModeBP,138.4762,109.939,17.176,88.9431,16.0612,1.1996,10.5163,0.7305,0.0729,0.0101,0.0926,0.0106
1904,1,2.4,128,128,2,2048,4,4,12,2,4,32,16,8,64,TAGE,180.9107,93.674,18.8186,73.8583,17.876,1.2,8.1326,0.7638,0.0562,0.0086,0.0099,0.0101
1905,1,3.2,64,128,1,1024,2,4,12,12,12,64,64,32,64,LocalBP,171.2321,211.772,19.0979,186.1787,17.7988,1.346,24.2135,0.8449,0.081,0.0097,0.0134,0.01
1906,1,1.6,128,32,1,1024,2,4,8,4,8,256,96,32,16,TAGE,119.5928,57.3165,17.7796,38.4355,16.7464,1.2039,7.5393,0.9966,0.056,0.01,0.0266,0.0104
1907,1,1.8,128,16,2,512,8,4,2,4,4,192,32,8,32,TAGE,83.5407,48.1367,16.9942,27.3647,15.8581,1.1744,6.0412,0.7832,0.0563,0.0092,0.0881,0.0106
1908,1,3.8,16,128,8,128,2,2,8,4,4,192,32,8,8,TAGE_SC_L_64KB,111.8319,104.148,16.7248,82.7341,15.7533,1.1859,11.9568,0.6348,0.0551,0.0112,0.0141,0.0101
1909,1,3.2,16,64,1,512,8,8,12,12,4,32,32,8,32,TournamentBP,177.177,212.122,18.5051,189.1332,17.3493,1.3395,23.1311,0.8438,0.0674,0.0103,0.0102,0.0102
1910,1,2.2,16,64,2,2048,16,8,2,2,2,32,32,64,16,BiModeBP,100.4241,53.0734,18.2195,29.4846,17.036,1.1577,5.2314,0.7479,0.073,0.0106,0.01,0.0102
1911,1,1,16,64,2,256,16,4,2,4,8,256,16,32,8,LocalBP,78.3407,34.1853,16.6399,15.4504,15.445,1.1682,3.8302,0.8343,0.0812,0.0103,0.0107,0.0102
1912,1,2.8,64,16,2,128,4,12,8,4,4,256,128,8,64,LocalBP,96.3464,83.6726,16.6425,61.4804,15.4799,1.1834,12.1292,0.8232,0.0808,0.0085,0.089,0.0106
1913,1,4,64,16,8,2048,2,8,8,2,4,64,128,8,8,LocalBP,120.602,103.095,18.3076,76.5047,17.1576,1.1717,10.544,0.6131,0.081,0.0074,0.0898,0.0106
1914,1,2.6,64,64,8,1024,16,2,8,8,4,256,32,32,32,TAGE,130.2798,103.623,18.1927,81.4718,17.101,1.2585,12.9447,0.7355,0.0563,0.01,0.0147,0.0102
1915,1,1.2,64,64,8,256,2,8,2,12,8,32,128,16,8,LocalBP,106.2533,65.1596,17.8506,44.3333,16.5072,1.3056,8.2183,0.8122,0.0812,0.0087,0.0099,0.0102
1916,1,2.4,128,16,2,2048,16,12,4,8,4,64,64,32,16,TAGE_SC_L_64KB,122.7003,84.1847,19.0766,59.6036,17.9028,1.2646,12.8924,0.8947,0.055,0.0084,0.0999,0.0106
1917,1,2.4,32,64,1,128,4,2,2,4,12,128,16,16,16,MultiperspectivePerceptron64KB,78.5719,57.9733,16.5105,36.6425,15.421,1.1737,7.3459,0.6976,0.1004,0.0096,0.0108,0.0102
1918,1,4,64,16,4,512,16,8,8,2,8,192,32,32,16,MultiperspectivePerceptron64KB,120.2492,99.2984,16.8382,78.1063,15.9528,1.1689,11.2585,0.6367,0.1253,0.0072,0.0928,0.0106
1919,1,4,32,32,8,128,4,12,2,4,12,32,96,64,8,TournamentBP,77.3099,86.6997,16.5629,62.6639,15.4085,1.1796,11.957,0.6333,0.0676,0.0099,0.0183,0.0104
1920,1,1,16,16,2,512,8,8,4,8,2,256,16,8,32,LocalBP,97.3536,43.4801,17.3317,24.0318,16.0832,1.2321,5.5469,0.8526,0.0806,0.0099,0.074,0.0106
1921,1,2.4,128,128,2,2048,4,4,4,12,12,256,128,16,32,LocalBP,142.6502,126.211,19.987,99.4316,18.614,1.3407,18.6638,0.9179,0.081,0.0097,0.0167,0.01
1922,1,2.8,32,64,1,512,4,2,4,4,4,256,128,8,32,TournamentBP,90.2236,71.7972,17.084,48.7482,15.9531,1.179,9.0623,0.7032,0.0677,0.0103,0.015,0.0102
1923,1,1,128,64,4,256,2,12,12,4,2,128,96,8,32,TournamentBP,147.879,55.0173,17.4161,39.4067,16.3807,1.2154,5.3167,0.9122,0.0675,0.0081,0.0151,0.0102
1924,1,2.8,128,128,1,128,16,8,8,4,12,256,96,8,32,MultiperspectivePerceptron64KB,120.4231,85.5717,17.0568,65.8631,16.122,1.2092,12.614,0.8515,0.1158,0.0076,0.0143,0.0101
1925,1,1.8,32,16,8,256,16,2,12,12,2,32,96,64,16,LocalBP,157.288,125.871,17.8979,104.8945,16.6214,1.316,12.0031,0.6789,0.0813,0.0097,0.0675,0.0106
1926,1,1.2,128,128,4,512,2,12,4,4,2,32,32,8,8,BiModeBP,90.6887,40.028,17.3902,20.1897,16.2,1.1901,4.5238,0.856,0.0728,0.0089,0.0096,0.0101
1927,1,3.8,16,128,4,512,4,12,12,12,4,192,64,16,8,TAGE_SC_L_64KB,197.2525,247.788,18.4453,225.3308,17.406,1.3436,29.7893,0.8267,0.0547,0.0105,0.0149,0.01
1928,1,1,16,32,2,2048,4,12,4,4,2,128,32,32,16,BiModeBP,108.3417,38.0525,18.4491,17.4097,17.2499,1.1924,4.1317,0.9217,0.0729,0.0104,0.023,0.0104
1929,1,2.2,64,64,1,2048,4,12,8,8,2,192,32,32,8,TournamentBP,141.596,95.1692,19.3456,71.5872,18.1717,1.2769,12.1547,0.8244,0.0675,0.0091,0.0145,0.0102
1930,1,1,32,16,8,2048,8,4,2,8,8,32,16,16,8,LocalBP,112.1063,43.8439,18.8071,22.5047,17.5206,1.2465,4.8613,0.7564,0.0812,0.0093,0.0687,0.0106
1931,1,1.2,16,64,8,128,2,8,12,8,8,256,96,16,64,TAGE,166.5777,72.8123,17.3086,58.2886,16.3041,1.2665,9.562,1.0934,0.056,0.011,0.0166,0.0102
1932,1,2.6,128,32,4,1024,8,2,12,4,8,256,32,64,8,BiModeBP,148.6993,113.231,18.0731,91.0945,16.94,1.2151,10.3627,0.7015,0.0729,0.0101,0.0234,0.0104
1933,1,4,32,128,2,128,16,4,12,2,4,256,32,32,64,BiModeBP,136.9392,145.87,16.8867,121.0093,15.7954,1.1722,13.0322,0.6839,0.0728,0.0101,0.0142,0.0101
1934,1,3,128,64,8,2048,16,12,2,4,4,192,64,64,32,TournamentBP,106.22,73.6194,18.7246,48.3379,17.5376,1.202,9.9338,0.7658,0.0674,0.0093,0.0156,0.0102
1935,1,2.6,16,32,4,512,16,8,12,2,2,32,32,64,8,MultiperspectivePerceptron64KB,175.8563,95.4257,16.8764,80.1682,16.1076,1.1758,8.2384,0.6653,0.1258,0.008,0.0171,0.0104
1936,1,4,32,64,8,2048,8,4,12,4,2,256,96,32,16,BiModeBP,166.2482,167.171,18.8752,139.2095,17.7317,1.2159,16.258,0.7296,0.0728,0.0114,0.0175,0.0102
1937,1,2.6,128,64,4,512,16,8,12,8,2,64,96,64,16,TAGE_SC_L_64KB,177.9646,134.339,17.9008,116.768,16.9409,1.2743,15.3404,0.8208,0.0553,0.0089,0.0147,0.0102
1938,1,2,16,128,4,128,8,4,8,2,12,192,32,16,64,TAGE_SC_L_64KB,108.9388,58.6392,16.588,40.6379,15.6276,1.167,6.6236,0.7995,0.0551,0.0101,0.0134,0.0101
1939,1,1.8,128,16,8,1024,2,2,8,8,4,128,96,32,32,MultiperspectivePerceptron64KB,138.4847,78.6835,18.211,59.8526,17.2149,1.2637,9.3652,0.7279,0.1043,0.0091,0.0827,0.0106
1940,1,3.8,64,16,8,1024,2,8,12,8,2,128,96,16,16,LocalBP,151.919,190.226,18.2078,164.5088,16.9968,1.2631,21.4379,0.7258,0.0804,0.0092,0.0921,0.0106
1941,1,3.4,32,32,1,512,8,8,2,4,12,128,128,64,32,MultiperspectivePerceptron64KB,85.3289,78.1108,16.9137,54.8246,15.8212,1.1823,11.2423,0.7086,0.1099,0.0086,0.0246,0.0104
1942,1,3.4,128,64,1,512,16,4,4,12,4,192,16,64,8,TournamentBP,118.438,146.891,18.3646,121.0969,17.0952,1.3172,21.1213,0.7788,0.0675,0.0098,0.0109,0.0102
1943,1,3.2,128,128,4,1024,16,12,4,4,2,256,16,16,16,BiModeBP,96.1982,78.5591,17.9497,54.1514,16.7596,1.197,10.8438,0.7654,0.0731,0.009,0.0109,0.01
1944,1,1.2,32,32,8,512,16,8,4,12,8,32,128,32,64,TAGE,118.1155,67.5259,18.0375,47.1714,16.7974,1.3132,9.2558,0.9842,0.0559,0.0094,0.0187,0.0104
1945,1,1.4,16,128,2,1024,4,4,8,4,12,256,64,64,8,TAGE_SC_L_64KB,123.2645,52.7722,17.799,34.7222,16.7925,1.2076,6.9891,1.0463,0.0549,0.0114,0.0146,0.01
1946,1,1.6,64,128,1,256,8,12,2,4,4,128,64,64,64,BiModeBP,80.4233,45.3069,16.9639,24.8922,15.7653,1.1807,5.884,0.839,0.0729,0.0101,0.0149,0.01
1947,1,2,32,128,4,2048,16,4,4,8,4,128,64,32,8,TAGE,123.9015,74.0223,19.1109,50.3315,17.9226,1.2594,11.0727,0.9799,0.0561,0.0104,0.0148,0.01
1948,1,1.8,16,32,4,2048,4,2,2,4,2,192,32,32,8,TAGE_SC_L_64KB,103.662,50.4996,18.2788,28.0102,17.1419,1.1807,5.6083,0.7543,0.0552,0.0113,0.0233,0.0104
1949,1,4,128,32,1,2048,4,12,8,8,8,256,96,32,16,BiModeBP,141.487,162.542,19.4023,133.4803,18.153,1.2816,24.3319,0.8582,0.0728,0.0097,0.0266,0.0103
1950,1,2.4,16,64,8,512,8,8,2,12,8,256,32,64,32,TournamentBP,112.066,108.693,18.1212,84.4504,16.8139,1.3106,15.695,0.7935,0.0676,0.011,0.0142,0.0102
1951,1,2.2,32,16,2,1024,16,4,12,12,8,64,128,16,16,MultiperspectivePerceptron64KB,211.6463,156.198,18.7659,139.3028,17.8156,1.3457,17.3367,0.8254,0.1078,0.0093,0.093,0.0106
1952,1,3.8,64,32,4,2048,4,2,2,12,12,256,96,32,32,TAGE,135.4353,175.02,19.5611,146.1022,18.2651,1.326,23.4621,0.6776,0.0563,0.01,0.0258,0.0104
1953,1,1.8,16,128,4,256,2,8,2,8,8,128,128,8,32,TAGE,92.1387,65.3098,17.3214,44.0017,16.1149,1.2413,9.4979,0.8229,0.0559,0.011,0.0147,0.0101
1954,1,1,32,128,1,1024,8,12,12,8,8,32,64,8,8,BiModeBP,158.9522,66.3148,18.6342,47.4247,17.4184,1.2832,7.2079,1.0185,0.0727,0.0091,0.0095,0.0101
1955,1,2.4,64,32,4,2048,8,12,4,12,12,256,16,64,64,LocalBP,137.3962,115.43,19.6549,89.117,18.2901,1.3342,17.2991,0.8877,0.0811,0.0086,0.0202,0.0104
1956,1,2.2,32,128,8,512,4,2,2,12,8,256,32,8,8,TournamentBP,113.373,101.183,18.2624,77.2971,16.9542,1.3111,13.5333,0.7161,0.0676,0.0102,0.0138,0.0101
1957,1,1.8,128,32,2,256,4,2,12,2,12,32,128,64,64,TAGE_SC_L_64KB,159.2305,72.438,16.8974,57.6458,16.0233,1.1839,6.3704,0.7336,0.0552,0.0097,0.0183,0.0104
1958,1,4,16,128,4,1024,16,8,12,2,8,64,128,64,16,MultiperspectivePerceptron64KB,185.4423,141.843,17.6935,122.3422,16.9085,1.1951,13.4465,0.6232,0.1231,0.0077,0.0112,0.0101
1959,1,1.2,64,32,4,512,2,2,12,2,8,32,128,8,64,TAGE,157.6047,53.9707,16.9959,39.8803,16.0847,1.1763,4.4851,0.764,0.0563,0.0098,0.0185,0.0104
